,Year_Month,Province,Average NO2 Value,Average PM2.5 Value,Average PM10 Value,area_km2,vehicles_tot
1259,2023-09-01,Zuid-Holland,24,10.0,20.0,76.20741894751164,62190626
1260,2023-10-01,Drenthe,7,,9.0,0.0,11755668
1261,2023-10-01,Flevoland,8,,11.0,0.0,12550586
1262,2023-10-01,Friesland,6,7.0,11.0,0.0,14990976
1263,2023-10-01,Gelderland,14,8.0,14.0,1.1377879145111909,43979534
1264,2023-10-01,Groningen,11,5.0,15.0,0.0,11936457
1265,2023-10-01,Limburg,11,6.0,14.0,0.0320382586752518,23560147
1266,2023-10-01,Noord-Brabant,15,8.0,14.0,0.0,57201144
1267,2023-10-01,Noord-Holland,19,7.0,15.0,114.42858574801116,47438165
1268,2023-10-01,Overijssel,8,7.0,12.0,0.0,25136738
1269,2023-10-01,Utrecht,15,8.0,13.0,5.308661855618235,27202822
1270,2023-10-01,Zeeland,10,,15.0,0.0,8732228
1271,2023-10-01,Zuid-Holland,21,7.0,16.0,76.20741894751164,62190626
1272,2023-11-01,Drenthe,6,,8.0,0.0,11755668
1273,2023-11-01,Flevoland,9,,10.0,0.0,12550586
1274,2023-11-01,Friesland,6,6.0,9.0,0.0,14990976
1275,2023-11-01,Gelderland,14,8.0,13.0,1.1377879145111909,43979534
1276,2023-11-01,Groningen,13,4.0,14.0,0.0,11936457
1277,2023-11-01,Limburg,10,6.0,11.0,0.0320382586752518,23560147
1278,2023-11-01,Noord-Brabant,15,8.0,12.0,0.0,57201144
1279,2023-11-01,Noord-Holland,20,7.0,13.0,114.42858574801116,47438165
1280,2023-11-01,Overijssel,9,7.0,10.0,0.0,25136738
1281,2023-11-01,Utrecht,16,8.0,11.0,5.308661855618235,27202822
1282,2023-11-01,Zeeland,9,,13.0,0.0,8732228
1283,2023-11-01,Zuid-Holland,20,6.0,13.0,76.20741894751164,62190626
1284,2023-12-01,Drenthe,8,,11.0,0.0,11755668
1285,2023-12-01,Flevoland,10,,13.0,0.0,12550586
1286,2023-12-01,Friesland,7,10.0,13.0,0.0,14990976
1287,2023-12-01,Gelderland,15,10.0,15.0,1.1377879145111909,43979534
1288,2023-12-01,Groningen,12,8.0,19.0,0.0,11936457
1289,2023-12-01,Limburg,11,8.0,12.0,0.0320382586752518,23560147
1290,2023-12-01,Noord-Brabant,15,11.0,14.0,0.0,57201144
1291,2023-12-01,Noord-Holland,20,10.0,17.0,114.42858574801116,47438165
1292,2023-12-01,Overijssel,10,8.0,14.0,0.0,25136738
1293,2023-12-01,Utrecht,16,10.0,14.0,5.308661855618235,27202822
1294,2023-12-01,Zeeland,10,,15.0,0.0,8732228
1295,2023-12-01,Zuid-Holland,21,10.0,17.0,76.20741894751164,62190626
1296,2024-01-01,Drenthe,8,,12.0,0.0,11755668
1297,2024-01-01,Flevoland,10,,14.0,0.0,12550586
1298,2024-01-01,Friesland,7,10.0,13.0,0.0,14990976
1299,2024-01-01,Gelderland,17,12.0,17.0,1.1377879145111909,43979534
1300,2024-01-01,Groningen,13,7.0,19.0,0.0,11936457
1301,2024-01-01,Limburg,16,12.0,17.0,0.0320382586752518,23560147
1302,2024-01-01,Noord-Brabant,18,15.0,17.0,0.0,57201144
1303,2024-01-01,Noord-Holland,22,10.0,17.0,114.42858574801116,47438165
1304,2024-01-01,Overijssel,10,10.0,14.0,0.0,25136738
1305,2024-01-01,Utrecht,19,12.0,16.0,5.308661855618235,27202822
1306,2024-01-01,Zeeland,12,,16.0,0.0,8732228
1307,2024-01-01,Zuid-Holland,24,9.0,17.0,76.20741894751164,62190626
1308,2024-02-01,Drenthe,7,,11.0,0.0,11755668
1309,2024-02-01,Flevoland,9,,12.0,0.0,12550586
1310,2024-02-01,Friesland,7,5.0,13.0,0.0,14990976
1311,2024-02-01,Gelderland,13,9.0,14.0,1.1377879145111909,43979534
1312,2024-02-01,Groningen,12,7.0,18.0,0.0,11936457
1313,2024-02-01,Limburg,10,8.0,12.0,0.0320382586752518,23560147
1314,2024-02-01,Noord-Brabant,14,8.0,13.0,0.0,57201144
1315,2024-02-01,Noord-Holland,20,8.0,15.0,114.42858574801116,47438165
1316,2024-02-01,Overijssel,9,7.0,13.0,0.0,25136738
1317,2024-02-01,Utrecht,16,9.0,13.0,5.308661855618235,27202822
1318,2024-02-01,Zeeland,10,,13.0,0.0,8732228
1319,2024-02-01,Zuid-Holland,22,8.0,16.0,76.20741894751164,62190626
1320,2024-03-01,Drenthe,7,,16.0,0.0,11755668
1321,2024-03-01,Flevoland,7,,15.0,0.0,12550586
1322,2024-03-01,Friesland,6,11.0,18.0,0.0,14990976
1323,2024-03-01,Gelderland,14,13.0,18.0,1.1377879145111909,43979534
1324,2024-03-01,Groningen,11,13.0,23.0,0.0,11936457
1325,2024-03-01,Limburg,11,8.0,13.0,0.0320382586752518,23560147
1326,2024-03-01,Noord-Brabant,15,11.0,16.0,0.0,57201144
1327,2024-03-01,Noord-Holland,20,12.0,18.0,114.42858574801116,47438165
1328,2024-03-01,Overijssel,7,10.0,18.0,0.0,25136738
1329,2024-03-01,Utrecht,14,12.0,16.0,5.308661855618235,27202822
1330,2024-03-01,Zeeland,12,,17.0,0.0,8732228
1331,2024-03-01,Zuid-Holland,22,11.0,18.0,76.20741894751164,62190626
1332,2024-04-01,Drenthe,5,,9.0,0.0,11755668
1333,2024-04-01,Flevoland,5,4.0,10.0,0.0,12550586
1334,2024-04-01,Friesland,4,5.0,10.0,0.0,14990976
1335,2024-04-01,Gelderland,10,6.0,11.0,1.1377879145111909,43979534
1336,2024-04-01,Groningen,9,6.0,13.0,0.0,11936457
1337,2024-04-01,Limburg,7,4.0,11.0,0.0320382586752518,23560147
1338,2024-04-01,Noord-Brabant,10,6.0,11.0,0.0,57201144
1339,2024-04-01,Noord-Holland,16,6.0,12.0,114.42858574801116,47438165
1340,2024-04-01,Overijssel,5,3.0,10.0,0.0,25136738
1341,2024-04-01,Utrecht,11,7.0,11.0,5.308661855618235,27202822
1342,2024-04-01,Zeeland,7,,11.0,0.0,8732228
1343,2024-04-01,Zuid-Holland,16,5.0,12.0,76.20741894751164,62190626
1344,2024-05-01,Drenthe,7,,13.0,0.0,11755668
1345,2024-05-01,Flevoland,6,10.0,14.0,0.0,12550586
1346,2024-05-01,Friesland,5,7.0,13.0,0.0,14990976
1347,2024-05-01,Gelderland,11,10.0,16.0,1.1377879145111909,43979534
1348,2024-05-01,Groningen,9,8.0,19.0,0.0,11936457
1349,2024-05-01,Limburg,9,9.0,16.0,0.0320382586752518,23560147
1350,2024-05-01,Noord-Brabant,12,11.0,17.0,0.0,57201144
1351,2024-05-01,Noord-Holland,17,11.0,17.0,114.42858574801116,47438165
1352,2024-05-01,Overijssel,6,5.0,16.0,0.0,25136738
1353,2024-05-01,Utrecht,11,11.0,15.0,5.308661855618235,27202822
1354,2024-05-01,Zeeland,10,,16.0,0.0,8732228
1355,2024-05-01,Zuid-Holland,18,11.0,18.0,76.20741894751164,62190626
1356,2024-06-01,Drenthe,4,,12.0,0.0,11755668
1357,2024-06-01,Flevoland,5,6.0,13.0,0.0,12550586
1358,2024-06-01,Friesland,3,4.0,11.0,0.0,14990976
1359,2024-06-01,Gelderland,10,8.0,16.0,1.1377879145111909,43979534
1360,2024-06-01,Groningen,8,6.0,18.0,0.0,11936457
1361,2024-06-01,Limburg,8,7.0,16.0,0.0320382586752518,23560147
1362,2024-06-01,Noord-Brabant,11,8.0,15.0,0.0,57201144
1363,2024-06-01,Noord-Holland,14,8.0,15.0,114.42858574801116,47438165
1364,2024-06-01,Overijssel,4,5.0,13.0,0.0,25136738
1365,2024-06-01,Utrecht,11,8.0,14.0,5.308661855618235,27202822
1366,2024-06-01,Zeeland,8,,15.0,0.0,8732228
1367,2024-06-01,Zuid-Holland,16,7.0,16.0,76.20741894751164,62190626
1368,2024-07-01,Drenthe,3,,11.0,0.0,11755668
1369,2024-07-01,Flevoland,5,5.0,11.0,0.0,12550586
1370,2024-07-01,Friesland,3,2.0,10.0,0.0,14990976
1371,2024-07-01,Gelderland,10,7.0,13.0,1.1377879145111909,43979534
1372,2024-07-01,Groningen,7,5.0,15.0,0.0,11936457
1373,2024-07-01,Limburg,8,5.0,14.0,0.0320382586752518,23560147
1374,2024-07-01,Noord-Brabant,11,7.0,14.0,0.0,57201144
1375,2024-07-01,Noord-Holland,14,6.0,13.0,114.42858574801116,47438165
1376,2024-07-01,Overijssel,4,3.0,11.0,0.0,25136738
1377,2024-07-01,Utrecht,10,6.0,13.0,5.308661855618235,27202822
1378,2024-07-01,Zeeland,8,,12.0,0.0,8732228
1379,2024-07-01,Zuid-Holland,16,6.0,14.0,76.20741894751164,62190626
1380,2024-08-01,Drenthe,5,,14.0,0.0,11755668
1381,2024-08-01,Flevoland,6,7.0,14.0,0.0,12550586
1382,2024-08-01,Friesland,5,4.0,13.0,0.0,14990976
1383,2024-08-01,Gelderland,11,8.0,16.0,1.1377879145111909,43979534
1384,2024-08-01,Groningen,8,6.0,17.0,0.0,11936457
1385,2024-08-01,Limburg,9,7.0,16.0,0.0320382586752518,23560147
1386,2024-08-01,Noord-Brabant,12,10.0,18.0,0.0,57201144
1387,2024-08-01,Noord-Holland,15,8.0,16.0,114.42858574801116,47438165
1388,2024-08-01,Overijssel,5,6.0,14.0,0.0,25136738
1389,2024-08-01,Utrecht,12,8.0,16.0,5.308661855618235,27202822
1390,2024-08-01,Zeeland,8,,15.0,0.0,8732228
1391,2024-08-01,Zuid-Holland,17,8.0,17.0,76.20741894751164,62190626
1392,2024-09-01,Drenthe,5,,16.0,0.0,11755668
1393,2024-09-01,Flevoland,7,9.0,15.0,0.0,12550586
1394,2024-09-01,Friesland,5,6.0,13.0,0.0,14990976
1395,2024-09-01,Gelderland,12,8.0,17.0,1.1377879145111909,43979534
1396,2024-09-01,Groningen,10,8.0,18.0,0.0,11936457
1397,2024-09-01,Limburg,10,8.0,16.0,0.0320382586752518,23560147
1398,2024-09-01,Noord-Brabant,12,10.0,17.0,0.0,57201144
1399,2024-09-01,Noord-Holland,16,9.0,16.0,114.42858574801116,47438165
1400,2024-09-01,Overijssel,6,7.0,14.0,0.0,25136738
1401,2024-09-01,Utrecht,13,9.0,16.0,5.308661855618235,27202822
1402,2024-09-01,Zeeland,8,,14.0,0.0,8732228
1403,2024-09-01,Zuid-Holland,18,9.0,18.0,76.20741894751164,62190626
1404,2024-10-01,Drenthe,7,,11.0,0.0,11755668
1405,2024-10-01,Flevoland,11,7.0,12.0,0.0,12550586
1406,2024-10-01,Friesland,8,3.0,9.0,0.0,14990976
1407,2024-10-01,Gelderland,15,7.0,15.0,1.1377879145111909,43979534
1408,2024-10-01,Groningen,13,6.0,15.0,0.0,11936457
1409,2024-10-01,Limburg,12,6.0,12.0,0.0320382586752518,23560147
1410,2024-10-01,Noord-Brabant,15,8.0,15.0,0.0,57201144
1411,2024-10-01,Noord-Holland,22,7.0,14.0,114.42858574801116,47438165
1412,2024-10-01,Overijssel,8,5.0,11.0,0.0,25136738
1413,2024-10-01,Utrecht,17,9.0,13.0,5.308661855618235,27202822
1414,2024-10-01,Zeeland,12,,12.0,0.0,8732228
1415,2024-10-01,Zuid-Holland,23,7.0,15.0,76.20741894751164,62190626
1416,2024-11-01,Drenthe,8,,12.0,0.0,11755668
1417,2024-11-01,Flevoland,12,10.0,14.0,0.0,12550586
1418,2024-11-01,Friesland,7,7.0,11.0,0.0,14990976
1419,2024-11-01,Gelderland,17,10.0,15.0,1.1377879145111909,43979534
1420,2024-11-01,Groningen,13,7.0,16.0,0.0,11936457
1421,2024-11-01,Limburg,13,9.0,13.0,0.0320382586752518,23560147
1422,2024-11-01,Noord-Brabant,18,11.0,16.0,0.0,57201144
1423,2024-11-01,Noord-Holland,22,10.0,17.0,114.42858574801116,47438165
1424,2024-11-01,Overijssel,9,7.0,13.0,0.0,25136738
1425,2024-11-01,Utrecht,18,12.0,16.0,5.308661855618235,27202822
1426,2024-11-01,Zeeland,12,,16.0,0.0,8732228
1427,2024-11-01,Zuid-Holland,23,11.0,18.0,76.20741894751164,62190626
1428,2024-12-01,Drenthe,8,,10.0,0.0,11755668
1429,2024-12-01,Flevoland,12,10.0,13.0,0.0,12550586
1430,2024-12-01,Friesland,8,9.0,11.0,0.0,14990976
1431,2024-12-01,Gelderland,14,8.0,13.0,1.1377879145111909,43979534
1432,2024-12-01,Groningen,12,7.0,15.0,0.0,11936457
1433,2024-12-01,Limburg,12,8.0,12.0,0.0320382586752518,23560147
1434,2024-12-01,Noord-Brabant,14,9.0,14.0,0.0,57201144
1435,2024-12-01,Noord-Holland,20,10.0,16.0,114.42858574801116,47438165
1436,2024-12-01,Overijssel,9,6.0,11.0,0.0,25136738
1437,2024-12-01,Utrecht,16,11.0,14.0,5.308661855618235,27202822
1438,2024-12-01,Zeeland,10,,16.0,0.0,8732228
1439,2024-12-01,Zuid-Holland,20,11.0,17.0,76.20741894751164,62190626
